TipusCasData,ComarcaCodi,ComarcaDescripcio,MunicipiCodi,MunicipiDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
06/04/2020,02,Alt Empordà ,17088,Lladó,1,Dona,Sospitós,1
06/04/2020,13,Barcelonès,08015,Badalona,0,Home,Sospitós,21
06/04/2020,27,Pla d'Urgell,25230,Torregrossa,1,Dona,Positiu,1
06/04/2020,41,Vallès Oriental,08046,Cardedeu,0,Home,Positiu,1
06/04/2020,34,Selva,17023,Blanes,0,Home,Positiu,4
06/04/2020,34,Selva,17023,Blanes,0,Home,Sospitós,5
06/04/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,4
06/04/2020,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,2
06/04/2020,02,Alt Empordà ,17152,Roses,1,Dona,Positiu,1
06/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Positiu,4
06/04/2020,07,Bages,08113,Manresa,1,Dona,Positiu,15
06/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Sospitós,2
06/04/2020,20,Gironès,17169,Sant Julià de Ramis,0,Home,Sospitós,1
06/04/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu,172
06/04/2020,41,Vallès Oriental,08042,Cànoves i Samalús,0,Home,Positiu,1
06/04/2020,15,Cerdanya,17006,Alp,0,Home,Positiu,1
06/04/2020,02,Alt Empordà ,17092,Llançà,0,Home,Sospitós,1
06/04/2020,22,Montsià ,43014,Amposta,0,Home,Sospitós,3
06/04/2020,41,Vallès Oriental,08210,Sant Feliu de Codines,1,Dona,Positiu,1
06/04/2020,41,Vallès Oriental,08210,Sant Feliu de Codines,1,Dona,Sospitós,2
06/04/2020,15,Cerdanya,17084,Isòvol,0,Home,Positiu,1
06/04/2020,14,Berguedà ,08022,Berga,0,Home,Positiu,1
06/04/2020,24,Osona,08067,Centelles,0,Home,Sospitós,1
06/04/2020,07,Bages,08182,El Pont de Vilomara i Rocafort,1,Dona,Positiu,1
06/04/2020,07,Bages,08274,Súria,1,Dona,Sospitós,3
06/04/2020,27,Pla d'Urgell,25137,Mollerussa,1,Dona,Sospitós,1
06/04/2020,11,Baix Llobregat,08295,Vallirana,0,Home,Sospitós,1
06/04/2020,11,Baix Llobregat,08295,Vallirana,0,Home,Positiu,6
06/04/2020,21,Maresme,08121,Mataró,1,Dona,Positiu,16
06/04/2020,20,Gironès,17166,Sant Jordi Desvalls,1,Dona,Sospitós,1
06/04/2020,41,Vallès Oriental,08041,Canovelles,0,Home,Positiu,3
06/04/2020,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Sospitós,9
06/04/2020,41,Vallès Oriental,08234,Sant Pere de Vilamajor,1,Dona,Sospitós,1
06/04/2020,03,Alt Penedès,08154,Pacs del Penedès,0,Home,Sospitós,1
06/04/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,2
06/04/2020,23,Noguera,25040,Balaguer,0,Home,Sospitós,1
06/04/2020,07,Bages,08098,Sant Salvador de Guardiola,0,Home,Positiu,1
06/04/2020,13,Barcelonès,08019,Barcelona,0,Home,Sospitós,186
06/04/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Positiu,11
06/04/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,0,Home,Positiu,1
06/04/2020,07,Bages,08113,Manresa,0,Home,Positiu,9
06/04/2020,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Sospitós,2
06/04/2020,10,Baix Empordà ,17124,Pals,1,Dona,Sospitós,1
06/04/2020,34,Selva,17023,Blanes,1,Dona,Positiu,7
06/04/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Positiu,50
06/04/2020,34,Selva,17023,Blanes,1,Dona,Sospitós,11
06/04/2020,20,Gironès,17163,Sant Gregori,1,Dona,Positiu,2
06/04/2020,15,Cerdanya,17141,Puigcerdà,0,Home,Positiu,1
06/04/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,7
06/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Positiu,1
06/04/2020,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Positiu,2
06/04/2020,09,Baix Ebre,43901,Deltebre,1,Dona,Sospitós,2
06/04/2020,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Positiu,2
06/04/2020,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Positiu,1
06/04/2020,21,Maresme,08126,Montgat,0,Home,Sospitós,2
06/04/2020,11,Baix Llobregat,08905,La Palma de Cervelló,0,Home,Positiu,1
06/04/2020,34,Selva,17027,Breda,0,Home,Sospitós,1
06/04/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,1,Dona,Positiu,1
06/04/2020,36,Tarragonès,43907,La Canonja,1,Dona,Sospitós,1
06/04/2020,20,Gironès,17163,Sant Gregori,0,Home,Positiu,5
06/04/2020,19,Garrotxa,17046,Castellfollit de la Roca,1,Dona,Positiu,1
06/04/2020,37,Terra Alta,43175,Vilalba dels Arcs,0,Home,Sospitós,1
06/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Sospitós,6
06/04/2020,08,Baix Camp,43009,Alforja,1,Dona,Sospitós,1
06/04/2020,06,Anoia,08302,Vilanova del Camí,1,Dona,Positiu,2
06/04/2020,34,Selva,17033,Caldes de Malavella,1,Dona,Sospitós,1
06/04/2020,06,Anoia,08302,Vilanova del Camí,1,Dona,Sospitós,4
06/04/2020,20,Gironès,17155,Salt,1,Dona,Sospitós,4
06/04/2020,11,Baix Llobregat,08089,Gavà,0,Home,Positiu,9
06/04/2020,11,Baix Llobregat,08089,Gavà,0,Home,Sospitós,9
06/04/2020,20,Gironès,17155,Salt,1,Dona,Positiu,2
06/04/2020,24,Osona,08117,Les Masies de Voltregà,1,Dona,Positiu,1
06/04/2020,21,Maresme,08126,Montgat,1,Dona,Sospitós,1
06/04/2020,13,Barcelonès,08019,Barcelona,0,Home,Positiu,143
06/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,0,Home,Sospitós,1
06/04/2020,14,Berguedà ,08022,Berga,1,Dona,Positiu,4
06/04/2020,13,Barcelonès,08015,Badalona,0,Home,Positiu,20
06/04/2020,41,Vallès Oriental,08106,Llinars del Vallès,1,Dona,Sospitós,1
06/04/2020,34,Selva,17083,Hostalric,1,Dona,Positiu,1
06/04/2020,34,Selva,17083,Hostalric,1,Dona,Sospitós,1
06/04/2020,36,Tarragonès,43907,La Canonja,0,Home,Sospitós,1
06/04/2020,38,Urgell,25096,La Fuliola,0,Home,Positiu,1
06/04/2020,41,Vallès Oriental,08023,Bigues i Riells,0,Home,Positiu,1
06/04/2020,06,Anoia,08162,Els Hostalets de Pierola,0,Home,Sospitós,1
06/04/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Positiu,1
06/04/2020,01,Alt Camp,43036,Cabra del Camp,1,Dona,Sospitós,1
06/04/2020,24,Osona,08117,Les Masies de Voltregà,0,Home,Sospitós,1
06/04/2020,19,Garrotxa,17019,Besalú,0,Home,Positiu,1
06/04/2020,34,Selva,17095,Lloret de Mar,0,Home,Positiu,5
06/04/2020,34,Selva,17095,Lloret de Mar,0,Home,Sospitós,3
06/04/2020,17,Garraf,08074,Cubelles,1,Dona,Sospitós,1
06/04/2020,20,Gironès,17155,Salt,0,Home,Sospitós,2
06/04/2020,20,Gironès,17155,Salt,0,Home,Positiu,3
06/04/2020,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu,7
06/04/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Positiu,1
06/04/2020,08,Baix Camp,43038,Cambrils,1,Dona,Positiu,2
06/04/2020,19,Garrotxa,17010,Argelaguer,1,Dona,Positiu,1
06/04/2020,07,Bages,08098,Sant Salvador de Guardiola,1,Dona,Sospitós,2
06/04/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Sospitós,5
06/04/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Positiu,1
06/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Positiu,12
06/04/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Positiu,3
06/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Sospitós,8
06/04/2020,21,Maresme,08155,Palafolls,1,Dona,Sospitós,3
06/04/2020,21,Maresme,08003,Alella,1,Dona,Positiu,2
06/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Sospitós,3
06/04/2020,06,Anoia,08161,Piera,1,Dona,Sospitós,1
06/04/2020,06,Anoia,08161,Piera,1,Dona,Positiu,1
06/04/2020,07,Bages,08113,Manresa,1,Dona,Sospitós,50
06/04/2020,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Sospitós,2
06/04/2020,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Positiu,3
06/04/2020,07,Bages,08084,Fonollosa,1,Dona,Positiu,2
06/04/2020,,,,No classificat,0,Home,Positiu,29
06/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,1,Dona,Positiu,1
06/04/2020,06,Anoia,08161,Piera,0,Home,Sospitós,3
06/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Positiu,5
06/04/2020,41,Vallès Oriental,08294,Vallgorguina,0,Home,Positiu,1
06/04/2020,11,Baix Llobregat,08147,Olesa de Montserrat,1,Dona,Sospitós,5
06/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,1,Dona,Sospitós,5
06/04/2020,01,Alt Camp,43005,Alcover,1,Dona,Sospitós,1
06/04/2020,01,Alt Camp,43161,Valls,1,Dona,Sospitós,2
06/04/2020,34,Selva,17103,Maçanet de la Selva,0,Home,Positiu,1
06/04/2020,03,Alt Penedès,08091,Gelida,1,Dona,Positiu,1
06/04/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Sospitós,12
06/04/2020,34,Selva,17103,Maçanet de la Selva,0,Home,Sospitós,1
06/04/2020,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,1
06/04/2020,11,Baix Llobregat,08089,Gavà,1,Dona,Positiu,13
06/04/2020,03,Alt Penedès,08094,La Granada,0,Home,Sospitós,2
06/04/2020,12,Baix Penedès,43074,Llorenç del Penedès,1,Dona,Sospitós,1
06/04/2020,09,Baix Ebre,43013,L'Ametlla de Mar,1,Dona,Positiu,1
06/04/2020,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,7
06/04/2020,03,Alt Penedès,08094,La Granada,1,Dona,Positiu,1
06/04/2020,21,Maresme,08261,Santa Susanna,1,Dona,Positiu,1
06/04/2020,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Sospitós,1
06/04/2020,03,Alt Penedès,08094,La Granada,1,Dona,Sospitós,2
06/04/2020,21,Maresme,08121,Mataró,1,Dona,Sospitós,11
06/04/2020,40,Vallès Occidental,08223,Sant Llorenç Savall,0,Home,Positiu,2
06/04/2020,06,Anoia,08161,Piera,0,Home,Positiu,2
06/04/2020,03,Alt Penedès,08227,Sant Martí Sarroca,1,Dona,Sospitós,1
06/04/2020,03,Alt Penedès,08122,Mediona,0,Home,Positiu,1
06/04/2020,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Positiu,2
06/04/2020,09,Baix Ebre,43013,L'Ametlla de Mar,1,Dona,Sospitós,2
06/04/2020,07,Bages,08141,Navàs,0,Home,Positiu,1
06/04/2020,17,Garraf,08270,Sitges,1,Dona,Sospitós,4
06/04/2020,03,Alt Penedès,08122,Mediona,1,Dona,Positiu,1
06/04/2020,14,Berguedà ,08049,Casserres,0,Home,Positiu,1
06/04/2020,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Sospitós,1
06/04/2020,03,Alt Penedès,08122,Mediona,1,Dona,Sospitós,4
06/04/2020,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,6
06/04/2020,41,Vallès Oriental,08135,Montmeló,1,Dona,Positiu,1
06/04/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Sospitós,53
06/04/2020,12,Baix Penedès,43051,Cunit,1,Dona,Positiu,1
06/04/2020,12,Baix Penedès,43051,Cunit,1,Dona,Sospitós,5
06/04/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Sospitós,11
06/04/2020,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Sospitós,2
06/04/2020,20,Gironès,17089,Llagostera,1,Dona,Positiu,1
06/04/2020,07,Bages,08047,Cardona,0,Home,Positiu,2
06/04/2020,11,Baix Llobregat,08114,Martorell,0,Home,Sospitós,2
06/04/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu,5
06/04/2020,07,Bages,08084,Fonollosa,1,Dona,Sospitós,1
06/04/2020,40,Vallès Occidental,08904,Badia del Vallès,0,Home,Sospitós,1
06/04/2020,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,3
06/04/2020,18,Garrigues,25119,Juneda,0,Home,Sospitós,1
06/04/2020,34,Selva,17146,Riells i Viabrea,0,Home,Sospitós,1
06/04/2020,40,Vallès Occidental,08904,Badia del Vallès,0,Home,Positiu,1
06/04/2020,08,Baix Camp,43123,Reus,1,Dona,Positiu,8
06/04/2020,13,Barcelonès,08015,Badalona,1,Dona,Positiu,19
06/04/2020,42,Moianès,08055,Castellcir,0,Home,Sospitós,1
06/04/2020,42,Moianès,08055,Castellcir,1,Dona,Positiu,1
06/04/2020,42,Moianès,08055,Castellcir,1,Dona,Sospitós,1
06/04/2020,21,Maresme,08284,Tordera,1,Dona,Sospitós,5
06/04/2020,38,Urgell,25096,La Fuliola,1,Dona,Positiu,5
06/04/2020,06,Anoia,08143,Òdena,1,Dona,Sospitós,2
06/04/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Positiu,13
06/04/2020,08,Baix Camp,43038,Cambrils,0,Home,Sospitós,2
06/04/2020,36,Tarragonès,43905,Salou,0,Home,Sospitós,3
06/04/2020,38,Urgell,25096,La Fuliola,1,Dona,Sospitós,1
06/04/2020,40,Vallès Occidental,08300,Viladecavalls,1,Dona,Sospitós,1
05/04/2020,21,Maresme,08003,Alella,1,Dona,Sospitós,1
05/04/2020,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu,2
05/04/2020,21,Maresme,08118,El Masnou,1,Dona,Positiu,2
05/04/2020,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Sospitós,1
05/04/2020,24,Osona,08246,Santa Eugènia de Berga,1,Dona,Positiu,1
05/04/2020,24,Osona,08183,Roda de Ter,0,Home,Sospitós,2
05/04/2020,09,Baix Ebre,43133,Roquetes,1,Dona,Sospitós,1
05/04/2020,21,Maresme,08219,Vilassar de Mar,0,Home,Positiu,1
05/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Sospitós,1
05/04/2020,02,Alt Empordà ,17092,Llançà,1,Dona,Sospitós,1
05/04/2020,41,Vallès Oriental,08096,Granollers,0,Home,Positiu,1
05/04/2020,08,Baix Camp,43123,Reus,1,Dona,Positiu,2
05/04/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,8
05/04/2020,02,Alt Empordà ,17066,Figueres,0,Home,Positiu,2
05/04/2020,12,Baix Penedès,43163,El Vendrell,0,Home,Sospitós,1
05/04/2020,24,Osona,08298,Vic,0,Home,Sospitós,3
05/04/2020,09,Baix Ebre,43155,Tortosa,1,Dona,Sospitós,2
05/04/2020,28,Pla de l'Estany,17015,Banyoles,1,Dona,Sospitós,2
05/04/2020,24,Osona,08298,Vic,0,Home,Positiu,3
05/04/2020,21,Maresme,08230,Premià de Dalt,1,Dona,Positiu,1
05/04/2020,08,Baix Camp,43123,Reus,0,Home,Positiu,2
05/04/2020,08,Baix Camp,43123,Reus,1,Dona,Sospitós,25
05/04/2020,26,Pallars Sobirà ,25183,Rialp,1,Dona,Positiu,1
05/04/2020,21,Maresme,08230,Premià de Dalt,1,Dona,Sospitós,1
05/04/2020,02,Alt Empordà ,17011,L'Armentera,1,Dona,Positiu,1
05/04/2020,01,Alt Camp,43034,Bràfim,1,Dona,Positiu,1
05/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Sospitós,1
05/04/2020,21,Maresme,08003,Alella,0,Home,Sospitós,1
05/04/2020,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu,27
05/04/2020,16,Conca de Barberà ,43086,Montblanc,0,Home,Positiu,1
05/04/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Sospitós,21
05/04/2020,17,Garraf,08270,Sitges,1,Dona,Sospitós,1
05/04/2020,22,Montsià ,43902,Sant Jaume d'Enveja,1,Dona,Sospitós,1
05/04/2020,34,Selva,17193,Sils,0,Home,Positiu,1
05/04/2020,06,Anoia,08119,Masquefa,0,Home,Sospitós,1
05/04/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,1
05/04/2020,36,Tarragonès,43126,La Riera de Gaià,0,Home,Positiu,1
05/04/2020,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Positiu,3
05/04/2020,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Sospitós,1
05/04/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Positiu,1
05/04/2020,03,Alt Penedès,08273,Subirats,1,Dona,Sospitós,1
05/04/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Sospitós,3
05/04/2020,,,,No classificat,0,Home,Sospitós,3
05/04/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Sospitós,1
05/04/2020,08,Baix Camp,43038,Cambrils,1,Dona,Positiu,1
05/04/2020,08,Baix Camp,43038,Cambrils,1,Dona,Sospitós,5
05/04/2020,41,Vallès Oriental,08106,Llinars del Vallès,1,Dona,Sospitós,2
05/04/2020,34,Selva,17202,Tossa de Mar,0,Home,Sospitós,1
05/04/2020,14,Berguedà ,08175,Puig-Reig,1,Dona,Positiu,1
05/04/2020,36,Tarragonès,43153,Torredembarra,0,Home,Sospitós,2
05/04/2020,10,Baix Empordà ,17118,Palamós,0,Home,Sospitós,3
05/04/2020,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Sospitós,2
05/04/2020,11,Baix Llobregat,08001,Abrera,1,Dona,Sospitós,1
05/04/2020,40,Vallès Occidental,08187,Sabadell,1,Dona,Sospitós,25
05/04/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Positiu,4
05/04/2020,21,Maresme,08006,Arenys de Mar,0,Home,Sospitós,2
05/04/2020,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Positiu,2
05/04/2020,39,Aran,25243,Vielha e Mijaran,1,Dona,Sospitós,1
05/04/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Sospitós,1
05/04/2020,02,Alt Empordà ,17115,Ordis,1,Dona,Sospitós,1
05/04/2020,18,Garrigues,25101,La Granadella,0,Home,Sospitós,1
05/04/2020,11,Baix Llobregat,08114,Martorell,1,Dona,Positiu,2
05/04/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Positiu,13
05/04/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,4
05/04/2020,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Positiu,3
05/04/2020,28,Pla de l'Estany,17015,Banyoles,0,Home,Sospitós,1
05/04/2020,20,Gironès,17073,Fornells de la Selva,1,Dona,Sospitós,1
05/04/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Sospitós,1
05/04/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Positiu,2
05/04/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,2
05/04/2020,21,Maresme,08007,Arenys de Munt,1,Dona,Positiu,1
05/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Sospitós,5
05/04/2020,13,Barcelonès,08019,Barcelona,1,Dona,Sospitós,89
05/04/2020,40,Vallès Occidental,08054,Castellbisbal,1,Dona,Sospitós,1
05/04/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Positiu,1
05/04/2020,21,Maresme,08172,Premià de Mar,1,Dona,Positiu,1
05/04/2020,21,Maresme,08172,Premià de Mar,1,Dona,Sospitós,1
05/04/2020,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Sospitós,1
05/04/2020,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Positiu,1
05/04/2020,21,Maresme,08121,Mataró,0,Home,Sospitós,7
05/04/2020,24,Osona,08183,Roda de Ter,1,Dona,Sospitós,1
05/04/2020,41,Vallès Oriental,08207,Sant Esteve de Palautordera,0,Home,Sospitós,1
05/04/2020,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Positiu,5
05/04/2020,38,Urgell,25242,Verdú,0,Home,Sospitós,1
05/04/2020,21,Maresme,08230,Premià de Dalt,0,Home,Positiu,1
05/04/2020,34,Selva,17202,Tossa de Mar,1,Dona,Sospitós,1
05/04/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Positiu,1
05/04/2020,40,Vallès Occidental,08120,Matadepera,1,Dona,Positiu,5
05/04/2020,33,Segrià ,25120,Lleida,0,Home,Positiu,8
05/04/2020,36,Tarragonès,43153,Torredembarra,0,Home,Positiu,2
05/04/2020,06,Anoia,08102,Igualada,1,Dona,Sospitós,2
05/04/2020,40,Vallès Occidental,08120,Matadepera,0,Home,Sospitós,1
05/04/2020,22,Montsià ,43004,Alcanar,1,Dona,Sospitós,1
05/04/2020,41,Vallès Oriental,08105,La Llagosta,0,Home,Sospitós,1
05/04/2020,24,Osona,08233,Sant Pere de Torelló,1,Dona,Sospitós,1
05/04/2020,24,Osona,08285,Torelló,1,Dona,Positiu,2
05/04/2020,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Sospitós,1
05/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Positiu,3
05/04/2020,40,Vallès Occidental,08180,Ripollet,1,Dona,Sospitós,3
05/04/2020,41,Vallès Oriental,08902,Vilanova del Vallès,0,Home,Sospitós,1
05/04/2020,41,Vallès Oriental,08105,La Llagosta,0,Home,Positiu,1
05/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Positiu,2
05/04/2020,28,Pla de l'Estany,17065,Esponellà,0,Home,Sospitós,1
05/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Sospitós,2
05/04/2020,40,Vallès Occidental,08267,Sentmenat,1,Dona,Sospitós,1
05/04/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Positiu,1
05/04/2020,34,Selva,17023,Blanes,0,Home,Positiu,1
05/04/2020,34,Selva,17023,Blanes,0,Home,Sospitós,1
05/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Positiu,1
05/04/2020,09,Baix Ebre,43903,Camarles,0,Home,Sospitós,1
05/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Positiu,3
05/04/2020,34,Selva,17213,Vidreres,0,Home,Sospitós,1
05/04/2020,08,Baix Camp,43178,Vinyols i  els Arcs,0,Home,Sospitós,1
05/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,5
05/04/2020,19,Garrotxa,17161,Sant Feliu de Pallerols,1,Dona,Sospitós,1
05/04/2020,19,Garrotxa,17161,Sant Feliu de Pallerols,1,Dona,Positiu,1
05/04/2020,13,Barcelonès,08019,Barcelona,0,Home,Sospitós,85
05/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Sospitós,5
05/04/2020,12,Baix Penedès,43002,Albinyana,0,Home,Positiu,1
05/04/2020,40,Vallès Occidental,08054,Castellbisbal,0,Home,Sospitós,1
05/04/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Positiu,2
05/04/2020,40,Vallès Occidental,08180,Ripollet,1,Dona,Positiu,3
05/04/2020,21,Maresme,08035,Calella,1,Dona,Sospitós,2
05/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Positiu,3
05/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Sospitós,2
05/04/2020,11,Baix Llobregat,08244,Santa Coloma de Cervelló,1,Dona,Sospitós,1
05/04/2020,37,Terra Alta,43056,La Fatarella,0,Home,Sospitós,1
05/04/2020,23,Noguera,25015,Algerri,1,Dona,Sospitós,1
05/04/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,2
05/04/2020,41,Vallès Oriental,08042,Cànoves i Samalús,0,Home,Sospitós,1
05/04/2020,07,Bages,08274,Súria,1,Dona,Sospitós,1
05/04/2020,19,Garrotxa,17114,Olot,0,Home,Sospitós,2
05/04/2020,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Sospitós,2
05/04/2020,36,Tarragonès,43148,Tarragona,0,Home,Sospitós,6
05/04/2020,02,Alt Empordà ,17092,Llançà,1,Dona,Positiu,1
05/04/2020,40,Vallès Occidental,08267,Sentmenat,0,Home,Sospitós,1
05/04/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Positiu,1
05/04/2020,36,Tarragonès,43171,Vila-Seca,0,Home,Positiu,2
05/04/2020,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,1
05/04/2020,11,Baix Llobregat,08076,Esparreguera,0,Home,Positiu,2
05/04/2020,21,Maresme,08121,Mataró,1,Dona,Positiu,1
05/04/2020,21,Maresme,08121,Mataró,1,Dona,Sospitós,10
05/04/2020,34,Selva,17213,Vidreres,1,Dona,Positiu,1
05/04/2020,09,Baix Ebre,43901,Deltebre,0,Home,Positiu,1
05/04/2020,34,Selva,17213,Vidreres,1,Dona,Sospitós,1
05/04/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Positiu,4
05/04/2020,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Positiu,7
05/04/2020,37,Terra Alta,43022,Batea,0,Home,Sospitós,1
05/04/2020,03,Alt Penedès,08091,Gelida,0,Home,Positiu,1
05/04/2020,24,Osona,08285,Torelló,0,Home,Sospitós,1
05/04/2020,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Sospitós,1
05/04/2020,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Sospitós,1
05/04/2020,36,Tarragonès,43148,Tarragona,1,Dona,Positiu,7
05/04/2020,12,Baix Penedès,43037,Calafell,0,Home,Positiu,1
05/04/2020,41,Vallès Oriental,08041,Canovelles,0,Home,Positiu,1
05/04/2020,18,Garrigues,25058,Les Borges Blanques,1,Dona,Sospitós,1
05/04/2020,34,Selva,17023,Blanes,1,Dona,Positiu,2
05/04/2020,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Sospitós,3
05/04/2020,15,Cerdanya,17141,Puigcerdà,0,Home,Positiu,1
05/04/2020,11,Baix Llobregat,08295,Vallirana,0,Home,Sospitós,2
05/04/2020,11,Baix Llobregat,08295,Vallirana,0,Home,Positiu,1
05/04/2020,01,Alt Camp,43005,Alcover,0,Home,Sospitós,1
05/04/2020,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,0,Home,Sospitós,1
05/04/2020,03,Alt Penedès,08236,Sant Quintí de Mediona,1,Dona,Sospitós,1
05/04/2020,02,Alt Empordà ,17230,Vila-Sacra,0,Home,Positiu,1
05/04/2020,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,4
05/04/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,17
05/04/2020,10,Baix Empordà ,17118,Palamós,0,Home,Positiu,1
