TipusCasData,ComarcaCodi,ComarcaDescripcio,MunicipiCodi,MunicipiDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
24/04/2020,34,Selva,17180,Santa Coloma de Farners,0,Home,Sospitós,2
24/04/2020,34,Selva,17233,Vilobí d'Onyar,1,Dona,Positiu,1
24/04/2020,41,Vallès Oriental,08210,Sant Feliu de Codines,0,Home,Sospitós,1
24/04/2020,02,Alt Empordà ,17221,Vilafant,0,Home,Sospitós,3
24/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Sospitós,3
24/04/2020,41,Vallès Oriental,08096,Granollers,1,Dona,Positiu,1
24/04/2020,24,Osona,08269,Seva,1,Dona,Sospitós,3
24/04/2020,09,Baix Ebre,43901,Deltebre,1,Dona,Sospitós,2
24/04/2020,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Sospitós,1
24/04/2020,21,Maresme,08121,Mataró,1,Dona,Sospitós,22
24/04/2020,24,Osona,08083,Folgueroles,1,Dona,Sospitós,1
24/04/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Sospitós,1
24/04/2020,34,Selva,17103,Maçanet de la Selva,1,Dona,Positiu,1
24/04/2020,20,Gironès,17038,Campllong,1,Dona,Sospitós,1
24/04/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Positiu,1
24/04/2020,32,Segarra,25072,Cervera,1,Dona,Sospitós,1
24/04/2020,17,Garraf,08270,Sitges,0,Home,Sospitós,3
24/04/2020,10,Baix Empordà ,17209,Vall-Llobrega,1,Dona,Sospitós,1
24/04/2020,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Positiu,1
24/04/2020,24,Osona,08283,Tona,1,Dona,Sospitós,19
24/04/2020,10,Baix Empordà ,17110,Mont-Ras,1,Dona,Positiu,1
24/04/2020,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,15
24/04/2020,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Sospitós,1
24/04/2020,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Sospitós,2
24/04/2020,24,Osona,08183,Roda de Ter,0,Home,Sospitós,2
24/04/2020,41,Vallès Oriental,08096,Granollers,0,Home,Sospitós,2
24/04/2020,08,Baix Camp,43123,Reus,1,Dona,Sospitós,3
24/04/2020,23,Noguera,25040,Balaguer,0,Home,Sospitós,2
24/04/2020,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Sospitós,1
24/04/2020,19,Garrotxa,17161,Sant Feliu de Pallerols,1,Dona,Positiu,1
24/04/2020,24,Osona,08112,Manlleu,1,Dona,Sospitós,10
24/04/2020,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Sospitós,3
24/04/2020,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Sospitós,3
24/04/2020,20,Gironès,17155,Salt,1,Dona,Sospitós,7
24/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Sospitós,2
24/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Sospitós,5
24/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Sospitós,2
24/04/2020,11,Baix Llobregat,08204,Sant Climent de Llobregat,1,Dona,Positiu,1
24/04/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,1
24/04/2020,34,Selva,17009,Arbúcies,0,Home,Sospitós,6
24/04/2020,34,Selva,17008,Anglès,1,Dona,Sospitós,1
24/04/2020,22,Montsià ,43902,Sant Jaume d'Enveja,1,Dona,Sospitós,3
24/04/2020,20,Gironès,17186,Sarrià de Ter,0,Home,Sospitós,1
24/04/2020,24,Osona,08269,Seva,0,Home,Sospitós,1
24/04/2020,10,Baix Empordà ,17181,Santa Cristina d'Aro,1,Dona,Sospitós,2
24/04/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Sospitós,5
24/04/2020,24,Osona,08117,Les Masies de Voltregà,1,Dona,Sospitós,2
24/04/2020,18,Garrigues,25009,L'Albi,1,Dona,Positiu,2
24/04/2020,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Sospitós,1
24/04/2020,34,Selva,17023,Blanes,1,Dona,Sospitós,11
24/04/2020,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu,6
24/04/2020,11,Baix Llobregat,08147,Olesa de Montserrat,1,Dona,Positiu,1
24/04/2020,02,Alt Empordà ,17011,L'Armentera,1,Dona,Sospitós,1
24/04/2020,34,Selva,17193,Sils,0,Home,Positiu,1
24/04/2020,25,Pallars Jussà ,25234,Tremp,1,Dona,Sospitós,1
24/04/2020,31,Ripollès,17170,Vallfogona de Ripollès,1,Dona,Sospitós,1
24/04/2020,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Positiu,1
24/04/2020,31,Ripollès,17036,Campdevànol,1,Dona,Positiu,1
24/04/2020,20,Gironès,17172,Sant Martí de Llémena,1,Dona,Sospitós,1
24/04/2020,10,Baix Empordà ,17048,Castell-Platja d'Aro,1,Dona,Sospitós,3
24/04/2020,41,Vallès Oriental,08041,Canovelles,0,Home,Sospitós,1
24/04/2020,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu,1
24/04/2020,24,Osona,08285,Torelló,1,Dona,Positiu,4
24/04/2020,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Positiu,1
24/04/2020,40,Vallès Occidental,08167,Polinyà,1,Dona,Sospitós,1
24/04/2020,06,Anoia,08044,Capellades,1,Dona,Positiu,1
24/04/2020,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Positiu,1
24/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Sospitós,4
24/04/2020,34,Selva,17033,Caldes de Malavella,0,Home,Sospitós,3
24/04/2020,06,Anoia,08102,Igualada,0,Home,Sospitós,7
24/04/2020,11,Baix Llobregat,08301,Viladecans,1,Dona,Sospitós,4
24/04/2020,27,Pla d'Urgell,25093,Fondarella,1,Dona,Sospitós,1
24/04/2020,,,,No classificat,0,Home,Sospitós,37
24/04/2020,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Sospitós,1
24/04/2020,21,Maresme,08172,Premià de Mar,1,Dona,Sospitós,7
24/04/2020,24,Osona,08112,Manlleu,0,Home,Sospitós,2
24/04/2020,20,Gironès,17169,Sant Julià de Ramis,0,Home,Sospitós,3
24/04/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Sospitós,1
24/04/2020,07,Bages,08140,Navarcles,1,Dona,Sospitós,3
24/04/2020,02,Alt Empordà ,17226,Vilamalla,1,Dona,Sospitós,1
24/04/2020,40,Vallès Occidental,08125,Montcada i Reixac,0,Home,Sospitós,1
24/04/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Sospitós,20
24/04/2020,28,Pla de l'Estany,17137,Porqueres,1,Dona,Positiu,1
24/04/2020,10,Baix Empordà ,17057,Corçà,1,Dona,Sospitós,1
24/04/2020,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,2
24/04/2020,18,Garrigues,25009,L'Albi,0,Home,Positiu,2
24/04/2020,28,Pla de l'Estany,17015,Banyoles,0,Home,Sospitós,1
24/04/2020,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,10
24/04/2020,17,Garraf,08043,Canyelles,0,Home,Sospitós,1
24/04/2020,07,Bages,08218,Sant Joan de Vilatorrada,1,Dona,Positiu,1
24/04/2020,13,Barcelonès,08019,Barcelona,1,Dona,Positiu,66
24/04/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Positiu,1
24/04/2020,39,Aran,25025,Naut Aran,1,Dona,Positiu,2
24/04/2020,40,Vallès Occidental,08290,Ullastrell,0,Home,Sospitós,1
24/04/2020,40,Vallès Occidental,08054,Castellbisbal,0,Home,Sospitós,1
24/04/2020,09,Baix Ebre,43149,Tivenys,1,Dona,Sospitós,1
24/04/2020,24,Osona,08285,Torelló,1,Dona,Sospitós,6
24/04/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Positiu,1
24/04/2020,19,Garrotxa,17165,Sant Jaume de Llierca,1,Dona,Sospitós,1
24/04/2020,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Sospitós,2
24/04/2020,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Sospitós,5
24/04/2020,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,2
24/04/2020,11,Baix Llobregat,08157,Pallejà,1,Dona,Sospitós,1
24/04/2020,10,Baix Empordà ,17085,Jafre,1,Dona,Sospitós,1
24/04/2020,11,Baix Llobregat,08072,Corbera de Llobregat,0,Home,Sospitós,6
24/04/2020,24,Osona,08220,Sant Julià de Vilatorta,1,Dona,Sospitós,1
24/04/2020,28,Pla de l'Estany,17071,Fontcoberta,1,Dona,Positiu,1
24/04/2020,33,Segrià ,25204,Seròs,0,Home,Sospitós,1
24/04/2020,35,Solsonès,25207,Solsona,1,Dona,Sospitós,1
24/04/2020,34,Selva,17027,Breda,0,Home,Sospitós,1
24/04/2020,20,Gironès,17073,Fornells de la Selva,1,Dona,Sospitós,1
24/04/2020,02,Alt Empordà ,17120,Palau-Saverdera,1,Dona,Sospitós,1
24/04/2020,07,Bages,08113,Manresa,1,Dona,Positiu,2
24/04/2020,06,Anoia,08143,Òdena,1,Dona,Sospitós,1
24/04/2020,11,Baix Llobregat,08158,El Papiol,0,Home,Sospitós,1
24/04/2020,36,Tarragonès,43148,Tarragona,1,Dona,Positiu,1
24/04/2020,39,Aran,25243,Vielha e Mijaran,1,Dona,Positiu,1
24/04/2020,19,Garrotxa,17200,Tortellà,0,Home,Sospitós,1
24/04/2020,24,Osona,08131,Montesquiu,1,Dona,Sospitós,1
24/04/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu,3
24/04/2020,12,Baix Penedès,43051,Cunit,1,Dona,Positiu,1
24/04/2020,19,Garrotxa,17114,Olot,0,Home,Sospitós,6
24/04/2020,28,Pla de l'Estany,17123,Palol de Revardit,1,Dona,Positiu,1
24/04/2020,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,4
24/04/2020,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,2
24/04/2020,24,Osona,08246,Santa Eugènia de Berga,0,Home,Sospitós,1
24/04/2020,32,Segarra,25072,Cervera,0,Home,Positiu,1
24/04/2020,10,Baix Empordà ,17209,Vall-Llobrega,0,Home,Positiu,1
24/04/2020,02,Alt Empordà ,17077,Garriguella,1,Dona,Sospitós,1
24/04/2020,27,Pla d'Urgell,25048,Bell-Lloc d'Urgell,1,Dona,Sospitós,1
24/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Positiu,1
24/04/2020,24,Osona,08037,Calldetenes,1,Dona,Sospitós,3
24/04/2020,11,Baix Llobregat,08169,El Prat de Llobregat,1,Dona,Sospitós,7
24/04/2020,24,Osona,08278,Taradell,1,Dona,Sospitós,5
24/04/2020,28,Pla de l'Estany,17056,Cornellà del Terri,1,Dona,Sospitós,1
24/04/2020,11,Baix Llobregat,08076,Esparreguera,0,Home,Sospitós,2
24/04/2020,17,Garraf,08231,Sant Pere de Ribes,0,Home,Sospitós,2
24/04/2020,06,Anoia,08170,Els Prats de Rei,1,Dona,Positiu,1
24/04/2020,02,Alt Empordà ,17062,L'Escala,0,Home,Sospitós,1
24/04/2020,22,Montsià ,43014,Amposta,1,Dona,Sospitós,9
24/04/2020,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Sospitós,12
24/04/2020,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Sospitós,4
24/04/2020,17,Garraf,08148,Olivella,0,Home,Sospitós,2
24/04/2020,06,Anoia,08031,Calaf,1,Dona,Positiu,8
24/04/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Sospitós,2
24/04/2020,11,Baix Llobregat,08066,Catellví de Rosanes,1,Dona,Sospitós,1
24/04/2020,21,Maresme,08197,Sant Andreu de Llavaneres,0,Home,Sospitós,3
24/04/2020,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Sospitós,1
24/04/2020,21,Maresme,08030,Cabrils,0,Home,Sospitós,1
24/04/2020,10,Baix Empordà ,17022,La Bisbal d'Empordà,0,Home,Sospitós,6
24/04/2020,24,Osona,08303,Vilanova de Sau,1,Dona,Sospitós,1
24/04/2020,02,Alt Empordà ,17093,Llers,1,Dona,Positiu,1
24/04/2020,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Positiu,1
24/04/2020,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Positiu,1
24/04/2020,15,Cerdanya,17141,Puigcerdà,1,Dona,Sospitós,1
24/04/2020,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Sospitós,3
24/04/2020,11,Baix Llobregat,08068,Cervelló,0,Home,Sospitós,1
24/04/2020,19,Garrotxa,17184,Santa Pau,0,Home,Sospitós,1
24/04/2020,06,Anoia,08162,Els Hostalets de Pierola,0,Home,Sospitós,1
24/04/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,12
24/04/2020,19,Garrotxa,17098,Maià de Montcal,1,Dona,Sospitós,1
24/04/2020,21,Maresme,08261,Santa Susanna,1,Dona,Sospitós,1
24/04/2020,10,Baix Empordà ,17117,Palafrugell,1,Dona,Positiu,1
24/04/2020,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu,3
24/04/2020,36,Tarragonès,43148,Tarragona,1,Dona,Sospitós,5
24/04/2020,28,Pla de l'Estany,17137,Porqueres,1,Dona,Sospitós,2
24/04/2020,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Sospitós,5
24/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu,2
24/04/2020,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Sospitós,3
24/04/2020,25,Pallars Jussà ,25234,Tremp,0,Home,Sospitós,1
24/04/2020,13,Barcelonès,08019,Barcelona,0,Home,Positiu,16
24/04/2020,24,Osona,08285,Torelló,0,Home,Sospitós,1
24/04/2020,07,Bages,08010,Artés,1,Dona,Sospitós,2
24/04/2020,21,Maresme,08230,Premià de Dalt,1,Dona,Sospitós,1
24/04/2020,11,Baix Llobregat,08068,Cervelló,1,Dona,Sospitós,1
24/04/2020,18,Garrigues,25058,Les Borges Blanques,0,Home,Sospitós,1
24/04/2020,20,Gironès,17163,Sant Gregori,1,Dona,Sospitós,1
24/04/2020,20,Gironès,17020,Bescanó,1,Dona,Sospitós,1
24/04/2020,33,Segrià ,25120,Lleida,1,Dona,Positiu,1
24/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Positiu,1
24/04/2020,40,Vallès Occidental,08267,Sentmenat,0,Home,Positiu,1
24/04/2020,14,Berguedà ,08175,Puig-Reig,0,Home,Sospitós,1
24/04/2020,02,Alt Empordà ,17092,Llançà,1,Dona,Sospitós,1
24/04/2020,37,Terra Alta,43056,La Fatarella,1,Dona,Sospitós,1
24/04/2020,38,Urgell,25217,Tàrrega,1,Dona,Sospitós,1
24/04/2020,39,Aran,25243,Vielha e Mijaran,0,Home,Sospitós,3
24/04/2020,24,Osona,08004,Alpens,1,Dona,Sospitós,2
24/04/2020,06,Anoia,08119,Masquefa,1,Dona,Sospitós,3
24/04/2020,11,Baix Llobregat,08114,Martorell,1,Dona,Sospitós,6
24/04/2020,11,Baix Llobregat,08295,Vallirana,1,Dona,Positiu,1
24/04/2020,23,Noguera,25040,Balaguer,1,Dona,Sospitós,1
24/04/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,1,Dona,Sospitós,1
24/04/2020,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Sospitós,3
24/04/2020,,,,No classificat,1,Dona,Positiu,2
24/04/2020,23,Noguera,25047,Bellcaire d'Urgell,1,Dona,Sospitós,1
24/04/2020,33,Segrià ,25189,Rosselló,1,Dona,Positiu,2
24/04/2020,22,Montsià ,43078,Masdenverge,1,Dona,Sospitós,1
24/04/2020,20,Gironès,17142,Quart,1,Dona,Positiu,1
24/04/2020,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Sospitós,2
24/04/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Sospitós,7
24/04/2020,21,Maresme,08075,Dosrius,0,Home,Sospitós,1
24/04/2020,25,Pallars Jussà ,25171,La Pobla de Segur,0,Home,Positiu,1
24/04/2020,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,8
24/04/2020,18,Garrigues,25058,Les Borges Blanques,1,Dona,Sospitós,1
24/04/2020,10,Baix Empordà ,17209,Vall-Llobrega,1,Dona,Positiu,1
24/04/2020,11,Baix Llobregat,08221,Sant Just Desvern,1,Dona,Sospitós,4
24/04/2020,20,Gironès,17049,Celrà,0,Home,Sospitós,1
24/04/2020,26,Pallars Sobirà ,25901,La Vall de Cardós,1,Dona,Sospitós,1
24/04/2020,10,Baix Empordà ,17013,Begur,0,Home,Sospitós,4
24/04/2020,09,Baix Ebre,43008,Alfara de Carles,1,Dona,Sospitós,1
24/04/2020,34,Selva,17027,Breda,1,Dona,Sospitós,4
24/04/2020,21,Maresme,08214,Vilassar de Dalt,1,Dona,Sospitós,2
24/04/2020,20,Gironès,17049,Celrà,1,Dona,Sospitós,2
24/04/2020,03,Alt Penedès,08145,Olèrdola,0,Home,Sospitós,1
24/04/2020,24,Osona,08067,Centelles,0,Home,Sospitós,1
24/04/2020,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Sospitós,3
24/04/2020,06,Anoia,08103,Jorba,1,Dona,Positiu,2
24/04/2020,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Sospitós,1
24/04/2020,41,Vallès Oriental,08088,La Garriga,0,Home,Sospitós,1
24/04/2020,34,Selva,17202,Tossa de Mar,0,Home,Sospitós,1
24/04/2020,12,Baix Penedès,43163,El Vendrell,0,Home,Sospitós,1
24/04/2020,21,Maresme,08281,Teià,1,Dona,Sospitós,1
24/04/2020,04,Alt Urgell,25140,Montferrer i Castellbò,1,Dona,Sospitós,1
24/04/2020,33,Segrià ,25120,Lleida,0,Home,Sospitós,7
23/04/2020,18,Garrigues,25058,Les Borges Blanques,1,Dona,Positiu,1
23/04/2020,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,1,Dona,Sospitós,2
23/04/2020,34,Selva,17009,Arbúcies,1,Dona,Sospitós,1
23/04/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Positiu,1
23/04/2020,21,Maresme,08032,Caldes d'Estrac,1,Dona,Sospitós,45
23/04/2020,10,Baix Empordà ,17117,Palafrugell,0,Home,Sospitós,7
23/04/2020,07,Bages,08192,Santpedor,0,Home,Sospitós,1
23/04/2020,42,Moianès,08258,Santa Maria d'Oló,1,Dona,Sospitós,1
23/04/2020,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Sospitós,1
23/04/2020,02,Alt Empordà ,17111,Navata,1,Dona,Sospitós,1
23/04/2020,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Positiu,1
23/04/2020,02,Alt Empordà ,17086,La Jonquera,1,Dona,Sospitós,1
23/04/2020,20,Gironès,17169,Sant Julià de Ramis,0,Home,Sospitós,1
23/04/2020,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Sospitós,11
23/04/2020,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,3
23/04/2020,03,Alt Penedès,08146,Olesa de Bonesvalls,1,Dona,Sospitós,1
23/04/2020,39,Aran,25025,Naut Aran,0,Home,Sospitós,1
23/04/2020,38,Urgell,25046,Belianes,1,Dona,Sospitós,1
23/04/2020,02,Alt Empordà ,17062,L'Escala,0,Home,Sospitós,1
23/04/2020,36,Tarragonès,43153,Torredembarra,1,Dona,Sospitós,1
23/04/2020,34,Selva,17027,Breda,1,Dona,Sospitós,2
23/04/2020,19,Garrotxa,17139,Les Preses,0,Home,Sospitós,2
23/04/2020,26,Pallars Sobirà ,25024,Alt Àneu,0,Home,Sospitós,1
23/04/2020,33,Segrià ,25033,Artesa de Lleida,1,Dona,Sospitós,1
23/04/2020,19,Garrotxa,17114,Olot,1,Dona,Positiu,4
23/04/2020,08,Baix Camp,43123,Reus,1,Dona,Positiu,1
23/04/2020,11,Baix Llobregat,08068,Cervelló,0,Home,Sospitós,1
23/04/2020,24,Osona,08201,Sant Boi de Lluçanès,0,Home,Sospitós,7
23/04/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Sospitós,2
23/04/2020,21,Maresme,08032,Caldes d'Estrac,0,Home,Sospitós,13
23/04/2020,21,Maresme,08261,Santa Susanna,1,Dona,Sospitós,1
23/04/2020,32,Segarra,25110,Guissona,1,Dona,Positiu,2
23/04/2020,19,Garrotxa,17207,La Vall d'En Bas,0,Home,Positiu,1
23/04/2020,06,Anoia,08031,Calaf,0,Home,Sospitós,1
23/04/2020,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,1
23/04/2020,24,Osona,08017,Balenyà,0,Home,Sospitós,1
23/04/2020,03,Alt Penedès,08236,Sant Quintí de Mediona,1,Dona,Sospitós,1
23/04/2020,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Positiu,1
23/04/2020,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Sospitós,2
23/04/2020,24,Osona,08215,Sant Hipòlit de Voltregà,1,Dona,Sospitós,6
23/04/2020,02,Alt Empordà ,17047,Castelló d'Empúries,0,Home,Sospitós,10
23/04/2020,02,Alt Empordà ,17012,Avinyonet de Puigventós,1,Dona,Sospitós,1
23/04/2020,20,Gironès,17186,Sarrià de Ter,0,Home,Sospitós,3
23/04/2020,19,Garrotxa,17207,La Vall d'En Bas,1,Dona,Sospitós,5
23/04/2020,22,Montsià ,43136,Sant Carles de la Ràpita,0,Home,Sospitós,1
23/04/2020,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Positiu,2
23/04/2020,24,Osona,08269,Seva,1,Dona,Sospitós,13
23/04/2020,02,Alt Empordà ,17032,Cadaqués,1,Dona,Positiu,2
23/04/2020,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,4
23/04/2020,11,Baix Llobregat,08289,Torrelles de Llobregat,0,Home,Sospitós,1
23/04/2020,34,Selva,17023,Blanes,1,Dona,Positiu,4
23/04/2020,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu,8
23/04/2020,33,Segrià ,25016,Alguaire,0,Home,Sospitós,1
23/04/2020,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,13
23/04/2020,21,Maresme,08197,Sant Andreu de Llavaneres,0,Home,Positiu,3
23/04/2020,10,Baix Empordà ,17004,Albons,0,Home,Sospitós,1
23/04/2020,21,Maresme,08284,Tordera,1,Dona,Positiu,3
23/04/2020,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,22
23/04/2020,02,Alt Empordà ,17221,Vilafant,1,Dona,Positiu,1
23/04/2020,07,Bages,08113,Manresa,0,Home,Sospitós,11
23/04/2020,12,Baix Penedès,43051,Cunit,0,Home,Sospitós,11
23/04/2020,07,Bages,08141,Navàs,1,Dona,Sospitós,3
23/04/2020,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Sospitós,3
23/04/2020,23,Noguera,25156,Os de Balaguer,0,Home,Sospitós,2
23/04/2020,15,Cerdanya,17141,Puigcerdà,0,Home,Sospitós,1
23/04/2020,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,1
23/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Positiu,1
23/04/2020,11,Baix Llobregat,08158,El Papiol,0,Home,Sospitós,1
23/04/2020,07,Bages,08010,Artés,0,Home,Sospitós,3
23/04/2020,05,Alta Ribagorça,25173,El Pont de Suert,1,Dona,Positiu,1
23/04/2020,06,Anoia,08119,Masquefa,1,Dona,Sospitós,1
23/04/2020,42,Moianès,08138,Moià,1,Dona,Sospitós,1
23/04/2020,11,Baix Llobregat,08068,Cervelló,1,Dona,Positiu,1
23/04/2020,21,Maresme,08126,Montgat,0,Home,Positiu,1
23/04/2020,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Positiu,1
23/04/2020,17,Garraf,08231,Sant Pere de Ribes,0,Home,Sospitós,17
23/04/2020,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Positiu,1
23/04/2020,20,Gironès,17215,Vilablareix,1,Dona,Sospitós,3
23/04/2020,21,Maresme,08163,Pineda de Mar,0,Home,Sospitós,6
23/04/2020,33,Segrià ,25021,Almenar,1,Dona,Sospitós,1
23/04/2020,41,Vallès Oriental,08234,Sant Pere de Vilamajor,0,Home,Sospitós,1
23/04/2020,34,Selva,17095,Lloret de Mar,1,Dona,Sospitós,3
23/04/2020,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Sospitós,1
23/04/2020,39,Aran,25243,Vielha e Mijaran,0,Home,Sospitós,4
23/04/2020,22,Montsià ,43156,Ulldecona,0,Home,Sospitós,1
23/04/2020,40,Vallès Occidental,08054,Castellbisbal,1,Dona,Sospitós,6
23/04/2020,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Positiu,4
23/04/2020,24,Osona,08298,Vic,1,Dona,Sospitós,64
23/04/2020,41,Vallès Oriental,08046,Cardedeu,1,Dona,Sospitós,2
23/04/2020,33,Segrià ,25013,Alfarràs,1,Dona,Sospitós,1
23/04/2020,21,Maresme,08126,Montgat,1,Dona,Sospitós,9
23/04/2020,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,5
23/04/2020,21,Maresme,08030,Cabrils,0,Home,Sospitós,1
23/04/2020,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu,1
23/04/2020,02,Alt Empordà ,17226,Vilamalla,1,Dona,Sospitós,1
23/04/2020,24,Osona,08117,Les Masies de Voltregà,0,Home,Positiu,1
23/04/2020,34,Selva,17180,Santa Coloma de Farners,0,Home,Sospitós,2
23/04/2020,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Positiu,1
23/04/2020,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Sospitós,3
23/04/2020,01,Alt Camp,43161,Valls,1,Dona,Sospitós,1
23/04/2020,02,Alt Empordà ,17093,Llers,1,Dona,Sospitós,1
23/04/2020,13,Barcelonès,08015,Badalona,1,Dona,Positiu,2
23/04/2020,02,Alt Empordà ,17226,Vilamalla,0,Home,Sospitós,2
23/04/2020,21,Maresme,08282,Tiana,0,Home,Sospitós,3
23/04/2020,24,Osona,17220,Viladrau,1,Dona,Sospitós,1
23/04/2020,02,Alt Empordà ,17132,Peralada,0,Home,Sospitós,1
23/04/2020,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Sospitós,2
23/04/2020,24,Osona,08237,Sant Quirze de Besora,1,Dona,Sospitós,2
23/04/2020,40,Vallès Occidental,08167,Polinyà,1,Dona,Sospitós,2
23/04/2020,07,Bages,08140,Navarcles,0,Home,Positiu,1
23/04/2020,21,Maresme,08003,Alella,0,Home,Sospitós,1
23/04/2020,03,Alt Penedès,08174,Puigdàlber,1,Dona,Sospitós,1
23/04/2020,03,Alt Penedès,08154,Pacs del Penedès,0,Home,Sospitós,2
23/04/2020,07,Bages,08098,Sant Salvador de Guardiola,1,Dona,Positiu,1
23/04/2020,02,Alt Empordà ,17140,El Port de la Selva,1,Dona,Sospitós,1
23/04/2020,36,Tarragonès,43148,Tarragona,0,Home,Sospitós,5
23/04/2020,21,Maresme,08230,Premià de Dalt,1,Dona,Sospitós,1
